"Hourly flow (m3/s), for default inSTREAM 6.0 project",
Values provided for water years 1995-99, Save in .csv format
Date,Hour,Green River flow (cms)
4/25/1996,1,85.5
4/25/1996,2,85.5
4/25/1996,3,84.5
4/25/1996,4,85.5
4/25/1996,5,85.5
4/25/1996,6,85.5
4/25/1996,7,85.5
4/25/1996,8,85.5
4/25/1996,9,84.5
4/25/1996,10,86.4
4/25/1996,11,86.4
4/25/1996,12,86.4
4/25/1996,13,86.4
4/25/1996,14,86.4
4/25/1996,15,86.4
4/25/1996,16,86.4
4/25/1996,17,86.4
4/25/1996,18,86.4
4/25/1996,19,86.4
4/25/1996,20,86.4
4/25/1996,21,86.4
4/25/1996,22,86.4
4/25/1996,23,86.4
4/26/1996,0,86.4
4/26/1996,1,86.4
4/26/1996,2,86.4
4/26/1996,3,86.4
4/26/1996,4,86.4
4/26/1996,5,86.4
4/26/1996,6,86.4
4/26/1996,7,86.4
4/26/1996,8,86.4
4/26/1996,9,86.4
4/26/1996,10,86.4
4/26/1996,11,86.4
4/26/1996,12,86.4
4/26/1996,13,86.4
4/26/1996,14,85.5
4/26/1996,15,86.4
4/26/1996,16,86.4
4/26/1996,17,86.4
4/26/1996,18,86.4
4/26/1996,19,86.4
4/26/1996,20,86.4
4/26/1996,21,86.4
4/26/1996,22,85.5
4/26/1996,23,86.4
4/27/1996,0,86.5
4/27/1996,1,86.5
4/27/1996,2,86.5
4/27/1996,3,86.5
4/27/1996,4,86.5
4/27/1996,5,86.5
4/27/1996,6,86.5
4/27/1996,7,86.5
4/27/1996,8,85.5
4/27/1996,9,86.5
4/27/1996,10,86.5
4/27/1996,11,86.5
4/27/1996,12,86.5
4/27/1996,13,86.5
4/27/1996,14,86.5
4/27/1996,15,86.5
4/27/1996,16,86.5
4/27/1996,17,85.5
4/27/1996,18,86.5
4/27/1996,19,86.5
4/27/1996,20,86.5
4/27/1996,21,86.5
4/27/1996,22,86.5
4/27/1996,23,86.5
4/28/1996,0,86.5
4/28/1996,1,86.5
4/28/1996,2,86.5
4/28/1996,3,85.5
4/28/1996,4,86.5
4/28/1996,5,86.5
4/28/1996,6,86.5
4/28/1996,7,86.5
4/28/1996,8,86.5
4/28/1996,9,86.5
4/28/1996,10,86.5
4/28/1996,11,86.5
4/28/1996,12,86.5
4/28/1996,13,85.5
4/28/1996,14,86.5
4/28/1996,15,86.5
4/28/1996,16,86.5
4/28/1996,17,86.5
4/28/1996,18,86.5
4/28/1996,19,86.5
4/28/1996,20,86.5
4/28/1996,21,86.5
4/28/1996,22,86.5
4/28/1996,23,85.5
4/29/1996,0,86.5
4/29/1996,1,86.5
4/29/1996,2,86.5
4/29/1996,3,86.5
4/29/1996,4,86.5
4/29/1996,5,86.5
4/29/1996,6,86.5
4/29/1996,7,86.5
4/29/1996,8,85.5
4/29/1996,9,86.5
4/29/1996,10,86.5
4/29/1996,11,86.5
4/29/1996,12,86.5
4/29/1996,13,86.5
4/29/1996,14,86.5
4/29/1996,15,86.5
4/29/1996,16,86.5
4/29/1996,17,86.5
4/29/1996,18,86.5
4/29/1996,19,86.5
4/29/1996,20,86.5
4/29/1996,21,85.5
4/29/1996,22,86.5
4/29/1996,23,86.5
4/30/1996,0,86.5
4/30/1996,1,86.5
4/30/1996,2,86.5
4/30/1996,3,86.5
4/30/1996,4,85.5
4/30/1996,5,86.5
4/30/1996,6,86.5
4/30/1996,7,86.5
4/30/1996,8,86.5
4/30/1996,9,86.5
4/30/1996,10,86.5
4/30/1996,11,86.5
4/30/1996,12,86.5
4/30/1996,13,86.5
4/30/1996,14,86.5
4/30/1996,15,86.5
4/30/1996,16,86.5
4/30/1996,17,86.5
4/30/1996,18,85.5
4/30/1996,19,86.5
4/30/1996,20,86.5
4/30/1996,21,86.5
4/30/1996,22,85.5
4/30/1996,23,86.5
5/1/1996,0,86.5
5/1/1996,1,86.5
5/1/1996,2,86.5
5/1/1996,3,85.5
5/1/1996,4,86.5
5/1/1996,5,86.5
5/1/1996,6,86.5
5/1/1996,7,94.1
5/1/1996,8,95.1
5/1/1996,9,95.1
5/1/1996,10,102.6
5/1/1996,11,104.5
5/1/1996,12,104.5
5/1/1996,13,108.3
5/1/1996,14,109.3
5/1/1996,15,109.3
5/1/1996,16,108.3
5/1/1996,17,109.3
5/1/1996,18,118.8
5/1/1996,19,118.8
5/1/1996,20,119.8
5/1/1996,21,110.3
5/1/1996,22,96
5/1/1996,23,94.1
5/2/1996,0,95.1
5/2/1996,1,95.1
5/2/1996,2,95.1
5/2/1996,3,94.1
5/2/1996,4,95.1
5/2/1996,5,95.1
5/2/1996,6,95.1
5/2/1996,7,95.1
5/2/1996,8,112.2
5/2/1996,9,114.1
5/2/1996,10,114.1
5/2/1996,11,114.1
5/2/1996,12,113.1
5/2/1996,13,114.1
5/2/1996,14,114.1
5/2/1996,15,117.9
5/2/1996,16,122.6
5/2/1996,17,127.4
5/2/1996,18,128.3
5/2/1996,19,128.3
5/2/1996,20,127.4
5/2/1996,21,128.3
5/2/1996,22,128.3
5/2/1996,23,127.4
5/3/1996,0,128.4
5/3/1996,1,128.4
5/3/1996,2,128.4
5/3/1996,3,128.4
5/3/1996,4,127.4
5/3/1996,5,128.4
5/3/1996,6,128.4
5/3/1996,7,129.3
5/3/1996,8,128.4
5/3/1996,9,129.3
5/3/1996,10,128.4
5/3/1996,11,129.3
5/3/1996,12,129.3
5/3/1996,13,128.4
5/3/1996,14,128.4
5/3/1996,15,128.4
5/3/1996,16,128.4
5/3/1996,17,128.4
5/3/1996,18,128.4
5/3/1996,19,128.4
5/3/1996,20,128.4
5/3/1996,21,128.4
5/3/1996,22,128.4
5/3/1996,23,128.4
5/4/1996,0,128.4
5/4/1996,1,128.4
5/4/1996,2,128.4
5/4/1996,3,128.4
5/4/1996,4,128.4
5/4/1996,5,128.4
5/4/1996,6,128.4
5/4/1996,7,128.4
5/4/1996,8,128.4
5/4/1996,9,129.4
5/4/1996,10,128.4
5/4/1996,11,128.4
5/4/1996,12,128.4
5/4/1996,13,128.4
5/4/1996,14,128.4
5/4/1996,15,128.4
5/4/1996,16,128.4
5/4/1996,17,128.4
5/4/1996,18,128.4
5/4/1996,19,128.4
5/4/1996,20,128.4
5/4/1996,21,128.4
5/4/1996,22,128.4
5/4/1996,23,128.4
5/5/1996,0,128.4
5/5/1996,1,128.4
5/5/1996,2,128.4
5/5/1996,3,128.4
5/5/1996,4,128.4
5/5/1996,5,128.4
5/5/1996,6,128.4
5/5/1996,7,127.5
5/5/1996,8,128.4
5/5/1996,9,126.5
5/5/1996,10,128.4
5/5/1996,11,126.5
5/5/1996,12,127.5
5/5/1996,13,127.5
5/5/1996,14,128.4
5/5/1996,15,127.5
5/5/1996,16,128.4
5/5/1996,17,127.5
5/5/1996,18,127.5
5/5/1996,19,128.4
5/5/1996,20,127.5
5/5/1996,21,126.5
5/5/1996,22,127.5
5/5/1996,23,128.4
5/6/1996,0,128.5
5/6/1996,1,129.4
5/6/1996,2,128.5
5/6/1996,3,128.5
5/6/1996,4,128.5
5/6/1996,5,128.5
5/6/1996,6,128.5
5/6/1996,7,128.5
5/6/1996,8,128.5
5/6/1996,9,128.5
5/6/1996,10,128.5
5/6/1996,11,128.5
5/6/1996,12,128.5
5/6/1996,13,128.5
5/6/1996,14,128.5
5/6/1996,15,128.5
5/6/1996,16,128.5
5/6/1996,17,128.5
5/6/1996,18,128.5
5/6/1996,19,128.5
5/6/1996,20,128.5
5/6/1996,21,128.5
5/6/1996,22,128.5
5/6/1996,23,128.5
5/7/1996,0,128.5
5/7/1996,1,128.5
5/7/1996,2,128.5
5/7/1996,3,128.5
5/7/1996,4,128.5
5/7/1996,5,128.5
5/7/1996,6,128.5
5/7/1996,7,128.5
5/7/1996,8,128.5
5/7/1996,9,128.5
5/7/1996,10,128.5
5/7/1996,11,128.5
5/7/1996,12,128.5
5/7/1996,13,128.5
5/7/1996,14,128.5
5/7/1996,15,128.5
5/7/1996,16,128.5
5/7/1996,17,128.5
5/7/1996,18,128.5
5/7/1996,19,128.5
5/7/1996,20,128.5
5/7/1996,21,128.5
5/7/1996,22,128.5
5/7/1996,23,128.5
5/8/1996,0,128.5
5/8/1996,1,128.5
5/8/1996,2,128.5
5/8/1996,3,128.5
5/8/1996,4,128.5
5/8/1996,5,128.5
5/8/1996,6,128.5
5/8/1996,7,128.5
5/8/1996,8,128.5
5/8/1996,9,128.5
5/8/1996,10,128.5
5/8/1996,11,128.5
5/8/1996,12,128.5
5/8/1996,13,128.5
5/8/1996,14,128.5
5/8/1996,15,129.5
5/8/1996,16,127.6
5/8/1996,17,128.5
5/8/1996,18,128.5
5/8/1996,19,127.6
5/8/1996,20,128.5
5/8/1996,21,128.5
5/8/1996,22,126.6
5/8/1996,23,127.6
5/9/1996,0,129.5
5/9/1996,1,128.6
5/9/1996,2,129.5
5/9/1996,3,128.6
5/9/1996,4,129.5
5/9/1996,5,129.5
5/9/1996,6,128.6
5/9/1996,7,129.5
5/9/1996,8,128.6
5/9/1996,9,129.5
5/9/1996,10,128.6
5/9/1996,11,129.5
5/9/1996,12,129.5
5/9/1996,13,128.6
5/9/1996,14,129.5
5/9/1996,15,128.6
5/9/1996,16,129.5
5/9/1996,17,128.6
5/9/1996,18,129.5
5/9/1996,19,128.6
5/9/1996,20,129.5
5/9/1996,21,129.5
5/9/1996,22,128.6
5/9/1996,23,129.5
5/10/1996,0,128.6
5/10/1996,1,129.5
5/10/1996,2,128.6
5/10/1996,3,129.5
5/10/1996,4,128.6
5/10/1996,5,129.5
5/10/1996,6,129.5
5/10/1996,7,128.6
5/10/1996,8,129.5
5/10/1996,9,128.6
5/10/1996,10,129.5
5/10/1996,11,128.6
5/10/1996,12,129.5
5/10/1996,13,128.6
5/10/1996,14,127.7
5/10/1996,15,127.7
5/10/1996,16,128.6
5/10/1996,17,126.7
5/10/1996,18,129.5
5/10/1996,19,128.6
5/10/1996,20,129.5
5/10/1996,21,129.5
5/10/1996,22,129.5
5/10/1996,23,129.5
5/11/1996,0,129.6
5/11/1996,1,130.5
5/11/1996,2,129.6
5/11/1996,3,129.6
5/11/1996,4,129.6
5/11/1996,5,130.5
5/11/1996,6,129.6
5/11/1996,7,129.6
5/11/1996,8,129.6
5/11/1996,9,129.6
5/11/1996,10,130.5
5/11/1996,11,129.6
5/11/1996,12,129.6
5/11/1996,13,129.6
5/11/1996,14,129.6
5/11/1996,15,129.6
5/11/1996,16,129.6
5/11/1996,17,129.6
5/11/1996,18,130.5
5/11/1996,19,129.6
5/11/1996,20,129.6
5/11/1996,21,129.6
5/11/1996,22,129.6
5/11/1996,23,129.6
5/12/1996,0,129.6
5/12/1996,1,129.6
5/12/1996,2,129.6
5/12/1996,3,129.6
5/12/1996,4,129.6
5/12/1996,5,129.6
5/12/1996,6,129.6
5/12/1996,7,130.6
5/12/1996,8,129.6
5/12/1996,9,129.6
5/12/1996,10,129.6
5/12/1996,11,129.6
5/12/1996,12,129.6
5/12/1996,13,129.6
5/12/1996,14,129.6
5/12/1996,15,129.6
5/12/1996,16,129.6
5/12/1996,17,129.6
5/12/1996,18,129.6
5/12/1996,19,129.6
5/12/1996,20,129.6
5/12/1996,21,129.6
5/12/1996,22,129.6
5/12/1996,23,129.6
5/13/1996,0,129.6
5/13/1996,1,130.6
5/13/1996,2,129.6
5/13/1996,3,129.6
5/13/1996,4,129.6
5/13/1996,5,129.6
5/13/1996,6,129.6
5/13/1996,7,129.6
5/13/1996,8,129.6
5/13/1996,9,129.6
5/13/1996,10,129.6
5/13/1996,11,129.6
5/13/1996,12,129.6
5/13/1996,13,128.7
5/13/1996,14,129.6
5/13/1996,15,129.6
5/13/1996,16,129.6
5/13/1996,17,128.7
5/13/1996,18,128.7
5/13/1996,19,128.7
5/13/1996,20,129.6
5/13/1996,21,128.7
5/13/1996,22,128.7
5/13/1996,23,129.6
5/14/1996,0,128.7
5/14/1996,1,128.7
5/14/1996,2,129.6
5/14/1996,3,128.7
5/14/1996,4,128.7
5/14/1996,5,128.7
5/14/1996,6,128.7
5/14/1996,7,129.6
5/14/1996,8,128.7
5/14/1996,9,128.7
5/14/1996,10,129.6
5/14/1996,11,129.6
5/14/1996,12,128.7
5/14/1996,13,128.7
5/14/1996,14,128.7
5/14/1996,15,129.6
5/14/1996,16,128.7
5/14/1996,17,128.7
5/14/1996,18,128.7
5/14/1996,19,129.6
5/14/1996,20,128.7
5/14/1996,21,128.7
5/14/1996,22,128.7
5/14/1996,23,128.7
5/15/1996,0,129.6
5/15/1996,1,128.7
5/15/1996,2,128.7
5/15/1996,3,128.7
5/15/1996,4,129.6
5/15/1996,5,128.7
5/15/1996,6,128.7
5/15/1996,7,128.7
5/15/1996,8,128.7
5/15/1996,9,129.6
5/15/1996,10,128.7
5/15/1996,11,128.7
5/15/1996,12,128.7
5/15/1996,13,129.6
5/15/1996,14,128.7
5/15/1996,15,128.7
5/15/1996,16,128.7
5/15/1996,17,128.7
5/15/1996,18,129.6
5/15/1996,19,128.7
5/15/1996,20,128.7
5/15/1996,21,128.7
5/15/1996,22,128.7
5/15/1996,23,128.7
5/16/1996,0,128.7
5/16/1996,1,128.7
5/16/1996,2,128.7
5/16/1996,3,128.7
5/16/1996,4,128.7
5/16/1996,5,128.7
5/16/1996,6,128.7
5/16/1996,7,128.7
5/16/1996,8,128.7
5/16/1996,9,129.7
5/16/1996,10,128.7
5/16/1996,11,128.7
5/16/1996,12,128.7
5/16/1996,13,128.7
5/16/1996,14,129.7
5/16/1996,15,128.7
5/16/1996,16,128.7
5/16/1996,17,128.7
5/16/1996,18,128.7
5/16/1996,19,128.7
5/16/1996,20,129.7
5/16/1996,21,128.7
5/16/1996,22,128.7
5/16/1996,23,128.7
5/17/1996,0,128.7
5/17/1996,1,128.7
5/17/1996,2,129.7
5/17/1996,3,127.8
5/17/1996,4,128.7
5/17/1996,5,128.7
5/17/1996,6,129.7
5/17/1996,7,127.8
5/17/1996,8,129.7
5/17/1996,9,128.7
5/17/1996,10,127.8
5/17/1996,11,129.7
5/17/1996,12,128.7
5/17/1996,13,128.7
5/17/1996,14,128.7
5/17/1996,15,128.7
5/17/1996,16,128.7
5/17/1996,17,128.7
5/17/1996,18,128.7
5/17/1996,19,128.7
5/17/1996,20,128.7
5/17/1996,21,129.7
5/17/1996,22,127.8
5/17/1996,23,128.7
5/18/1996,0,128.7
5/18/1996,1,128.7
5/18/1996,2,128.7
5/18/1996,3,128.7
5/18/1996,4,128.7
5/18/1996,5,128.7
5/18/1996,6,128.7
5/18/1996,7,129.7
5/18/1996,8,128.7
5/18/1996,9,128.7
5/18/1996,10,128.7
5/18/1996,11,128.7
5/18/1996,12,128.7
5/18/1996,13,129.7
5/18/1996,14,128.7
5/18/1996,15,128.7
5/18/1996,16,128.7
5/18/1996,17,128.7
5/18/1996,18,128.7
5/18/1996,19,127.8
5/18/1996,20,127.8
5/18/1996,21,129.7
5/18/1996,22,127.8
5/18/1996,23,128.7
5/19/1996,0,127.8
5/19/1996,1,128.7
5/19/1996,2,128.7
5/19/1996,3,128.7
5/19/1996,4,128.7
5/19/1996,5,128.7
5/19/1996,6,128.7
5/19/1996,7,128.7
5/19/1996,8,127.8
5/19/1996,9,128.7
5/19/1996,10,128.7
5/19/1996,11,128.7
5/19/1996,12,128.7
5/19/1996,13,127.8
5/19/1996,14,129.7
5/19/1996,15,128.7
5/19/1996,16,128.7
5/19/1996,17,128.7
5/19/1996,18,128.7
5/19/1996,19,128.7
5/19/1996,20,129.7
5/19/1996,21,128.7
5/19/1996,22,128.7
5/19/1996,23,128.7
5/20/1996,0,128.7
5/20/1996,1,126.8
5/20/1996,2,128.7
5/20/1996,3,128.7
5/20/1996,4,128.7
5/20/1996,5,127.8
5/20/1996,6,126.8
5/20/1996,7,128.7
5/20/1996,8,127.8
5/20/1996,9,127.8
5/20/1996,10,127.8
5/20/1996,11,127.8
5/20/1996,12,128.7
5/20/1996,13,127.8
5/20/1996,14,128.7
5/20/1996,15,127.8
5/20/1996,16,128.7
5/20/1996,17,126.8
5/20/1996,18,126.8
5/20/1996,19,128.7
5/20/1996,20,126.8
5/20/1996,21,126.8
5/20/1996,22,126.8
5/20/1996,23,128.7
5/21/1996,0,127.8
5/21/1996,1,125.8
5/21/1996,2,128.7
5/21/1996,3,126.8
5/21/1996,4,127.8
5/21/1996,5,125.8
5/21/1996,6,127.8
5/21/1996,7,128.7
5/21/1996,8,128.7
5/21/1996,9,127.8
5/21/1996,10,128.7
5/21/1996,11,128.7
5/21/1996,12,127.8
5/21/1996,13,126.8
5/21/1996,14,129.7
5/21/1996,15,128.7
5/21/1996,16,129.7
5/21/1996,17,128.7
5/21/1996,18,128.7
5/21/1996,19,126.8
5/21/1996,20,127.8
5/21/1996,21,126.8
5/21/1996,22,129.7
5/21/1996,23,128.7
5/22/1996,0,129.6
5/22/1996,1,127.7
5/22/1996,2,128.7
5/22/1996,3,129.6
5/22/1996,4,129.6
5/22/1996,5,128.7
5/22/1996,6,129.6
5/22/1996,7,129.6
5/22/1996,8,128.7
5/22/1996,9,129.6
5/22/1996,10,129.6
5/22/1996,11,129.6
5/22/1996,12,129.6
5/22/1996,13,129.6
5/22/1996,14,128.7
5/22/1996,15,129.6
5/22/1996,16,129.6
5/22/1996,17,129.6
5/22/1996,18,128.7
5/22/1996,19,129.6
5/22/1996,20,129.6
5/22/1996,21,128.7
5/22/1996,22,129.6
5/22/1996,23,129.6
5/23/1996,0,129.6
5/23/1996,1,128.7
5/23/1996,2,129.6
5/23/1996,3,129.6
5/23/1996,4,128.7
5/23/1996,5,129.6
5/23/1996,6,129.6
5/23/1996,7,129.6
5/23/1996,8,128.7
5/23/1996,9,129.6
5/23/1996,10,129.6
5/23/1996,11,129.6
5/23/1996,12,128.7
5/23/1996,13,130.6
5/23/1996,14,128.7
5/23/1996,15,129.6
5/23/1996,16,129.6
5/23/1996,17,129.6
5/23/1996,18,128.7
5/23/1996,19,129.6
5/23/1996,20,129.6
5/23/1996,21,129.6
5/23/1996,22,129.6
5/23/1996,23,128.7
5/24/1996,0,129.6
5/24/1996,1,128.6
5/24/1996,2,129.6
5/24/1996,3,129.6
5/24/1996,4,129.6
5/24/1996,5,128.6
5/24/1996,6,129.6
5/24/1996,7,129.6
5/24/1996,8,128.6
5/24/1996,9,128.6
5/24/1996,10,126.7
5/24/1996,11,125.8
5/24/1996,12,126.7
5/24/1996,13,125.8
5/24/1996,14,122.9
5/24/1996,15,121
5/24/1996,16,121
5/24/1996,17,121
5/24/1996,18,121
5/24/1996,19,122
5/24/1996,20,124.8
5/24/1996,21,128.6
5/24/1996,22,128.6
5/24/1996,23,127.7
5/25/1996,0,125.8
5/25/1996,1,128.6
5/25/1996,2,128.6
5/25/1996,3,127.7
5/25/1996,4,128.6
5/25/1996,5,127.7
5/25/1996,6,127.7
5/25/1996,7,128.6
5/25/1996,8,127.7
5/25/1996,9,128.6
5/25/1996,10,128.6
5/25/1996,11,129.6
5/25/1996,12,129.6
5/25/1996,13,129.6
5/25/1996,14,128.6
5/25/1996,15,129.6
5/25/1996,16,129.6
5/25/1996,17,129.6
5/25/1996,18,128.6
5/25/1996,19,129.6
5/25/1996,20,129.6
5/25/1996,21,129.6
5/25/1996,22,128.6
5/25/1996,23,129.6
5/26/1996,0,129.5
5/26/1996,1,129.5
5/26/1996,2,128.6
5/26/1996,3,129.5
5/26/1996,4,129.5
5/26/1996,5,128.6
5/26/1996,6,129.5
5/26/1996,7,129.5
5/26/1996,8,129.5
5/26/1996,9,128.6
5/26/1996,10,129.5
5/26/1996,11,129.5
5/26/1996,12,129.5
5/26/1996,13,129.5
5/26/1996,14,128.6
5/26/1996,15,129.5
5/26/1996,16,129.5
5/26/1996,17,129.5
5/26/1996,18,128.6
5/26/1996,19,129.5
5/26/1996,20,129.5
5/26/1996,21,129.5
5/26/1996,22,128.6
5/26/1996,23,129.5
5/27/1996,0,129.5
5/27/1996,1,129.5
5/27/1996,2,128.6
5/27/1996,3,129.5
5/27/1996,4,129.5
5/27/1996,5,129.5
5/27/1996,6,129.5
5/27/1996,7,128.6
5/27/1996,8,129.5
5/27/1996,9,130.5
5/27/1996,10,128.6
5/27/1996,11,129.5
5/27/1996,12,129.5
5/27/1996,13,129.5
5/27/1996,14,128.6
5/27/1996,15,129.5
5/27/1996,16,128.6
5/27/1996,17,129.5
5/27/1996,18,129.5
5/27/1996,19,129.5
5/27/1996,20,129.5
5/27/1996,21,128.6
5/27/1996,22,129.5
5/27/1996,23,129.5
5/28/1996,0,128.6
5/28/1996,1,129.5
5/28/1996,2,129.5
5/28/1996,3,128.6
5/28/1996,4,129.5
5/28/1996,5,129.5
5/28/1996,6,129.5
5/28/1996,7,128.6
5/28/1996,8,128.6
5/28/1996,9,128.6
5/28/1996,10,129.5
5/28/1996,11,127.6
5/28/1996,12,127.6
5/28/1996,13,127.6
5/28/1996,14,127.6
5/28/1996,15,127.6
5/28/1996,16,127.6
5/28/1996,17,126.7
5/28/1996,18,127.6
5/28/1996,19,127.6
5/28/1996,20,127.6
5/28/1996,21,127.6
5/28/1996,22,126.7
5/28/1996,23,127.6
5/29/1996,0,127.6
5/29/1996,1,127.6
5/29/1996,2,127.6
5/29/1996,3,127.6
5/29/1996,4,126.7
5/29/1996,5,127.6
5/29/1996,6,127.6
5/29/1996,7,127.6
5/29/1996,8,127.6
5/29/1996,9,127.6
5/29/1996,10,126.7
5/29/1996,11,127.6
5/29/1996,12,127.6
5/29/1996,13,127.6
5/29/1996,14,127.6
5/29/1996,15,127.6
5/29/1996,16,126.7
5/29/1996,17,127.6
5/29/1996,18,127.6
5/29/1996,19,127.6
5/29/1996,20,127.6
5/29/1996,21,126.7
5/29/1996,22,127.6
5/29/1996,23,127.6
5/30/1996,0,127.6
5/30/1996,1,127.6
5/30/1996,2,126.6
5/30/1996,3,127.6
5/30/1996,4,127.6
5/30/1996,5,127.6
5/30/1996,6,127.6
5/30/1996,7,126.6
5/30/1996,8,127.6
5/30/1996,9,127.6
5/30/1996,10,127.6
5/30/1996,11,127.6
5/30/1996,12,127.6
5/30/1996,13,126.6
5/30/1996,14,127.6
5/30/1996,15,127.6
5/30/1996,16,127.6
5/30/1996,17,127.6
5/30/1996,18,126.6
5/30/1996,19,126.6
5/30/1996,20,125.7
5/30/1996,21,126.6
5/30/1996,22,126.6
5/30/1996,23,127.6
5/31/1996,0,126.6
5/31/1996,1,127.6
5/31/1996,2,127.6
5/31/1996,3,127.6
5/31/1996,4,127.6
5/31/1996,5,126.6
5/31/1996,6,127.6
5/31/1996,7,127.6
5/31/1996,8,127.6
5/31/1996,9,127.6
5/31/1996,10,126.6
5/31/1996,11,127.6
5/31/1996,12,127.6
5/31/1996,13,127.6
5/31/1996,14,127.6
5/31/1996,15,126.6
5/31/1996,16,127.6
5/31/1996,17,127.6
5/31/1996,18,127.6
5/31/1996,19,123.7
5/31/1996,20,127.6
5/31/1996,21,126.6
5/31/1996,22,127.6
5/31/1996,23,127.6
6/1/1996,0,126.6
6/1/1996,1,127.5
6/1/1996,2,127.5
6/1/1996,3,127.5
6/1/1996,4,126.6
6/1/1996,5,127.5
6/1/1996,6,126.6
6/1/1996,7,127.5
6/1/1996,8,127.5
6/1/1996,9,127.5
6/1/1996,10,127.5
6/1/1996,11,126.6
6/1/1996,12,127.5
6/1/1996,13,127.5
6/1/1996,14,126.6
6/1/1996,15,127.5
6/1/1996,16,126.6
6/1/1996,17,125.6
6/1/1996,18,125.6
6/1/1996,19,127.5
6/1/1996,20,127.5
6/1/1996,21,126.6
6/1/1996,22,126.6
6/1/1996,23,126.6
6/2/1996,0,127.5
6/2/1996,1,127.5
6/2/1996,2,126.6
6/2/1996,3,127.5
6/2/1996,4,127.5
6/2/1996,5,126.6
6/2/1996,6,126.6
6/2/1996,7,126.6
6/2/1996,8,125.6
6/2/1996,9,126.6
6/2/1996,10,124.7
6/2/1996,11,127.5
6/2/1996,12,126.6
6/2/1996,13,127.5
6/2/1996,14,127.5
6/2/1996,15,126.6
6/2/1996,16,127.5
6/2/1996,17,127.5
6/2/1996,18,126.6
6/2/1996,19,127.5
6/2/1996,20,127.5
6/2/1996,21,126.6
6/2/1996,22,127.5
6/2/1996,23,127.5
6/3/1996,0,126.6
6/3/1996,1,127.5
6/3/1996,2,127.5
6/3/1996,3,127.5
6/3/1996,4,126.6
6/3/1996,5,127.5
6/3/1996,6,127.5
6/3/1996,7,127.5
6/3/1996,8,126.6
6/3/1996,9,127.5
6/3/1996,10,127.5
6/3/1996,11,127.5
6/3/1996,12,126.6
6/3/1996,13,127.5
6/3/1996,14,127.5
6/3/1996,15,127.5
6/3/1996,16,127.5
6/3/1996,17,126.6
6/3/1996,18,127.5
6/3/1996,19,127.5
6/3/1996,20,127.5
6/3/1996,21,127.5
6/3/1996,22,127.5
6/3/1996,23,127.5
6/4/1996,0,127.5
6/4/1996,1,127.5
6/4/1996,2,127.5
6/4/1996,3,127.5
6/4/1996,4,127.5
6/4/1996,5,126.5
6/4/1996,6,127.5
6/4/1996,7,127.5
6/4/1996,8,127.5
6/4/1996,9,127.5
6/4/1996,10,127.5
6/4/1996,11,127.5
6/4/1996,12,127.5
6/4/1996,13,127.5
6/4/1996,14,127.5
6/4/1996,15,127.5
6/4/1996,16,127.5
6/4/1996,17,126.5
6/4/1996,18,127.5
6/4/1996,19,127.5
6/4/1996,20,127.5
6/4/1996,21,127.5
6/4/1996,22,127.5
6/4/1996,23,127.5
6/5/1996,0,127.5
6/5/1996,1,127.5
6/5/1996,2,127.5
6/5/1996,3,127.5
6/5/1996,4,127.5
6/5/1996,5,127.5
6/5/1996,6,127.5
6/5/1996,7,127.5
6/5/1996,8,127.5
6/5/1996,9,127.5
6/5/1996,10,127.5
6/5/1996,11,127.5
6/5/1996,12,127.5
6/5/1996,13,126.5
6/5/1996,14,127.5
6/5/1996,15,127.5
6/5/1996,16,127.5
6/5/1996,17,127.5
6/5/1996,18,127.5
6/5/1996,19,127.5
6/5/1996,20,127.5
6/5/1996,21,127.5
6/5/1996,22,127.5
6/5/1996,23,127.5
6/6/1996,0,127.5
6/6/1996,1,127.5
6/6/1996,2,127.5
6/6/1996,3,127.5
6/6/1996,4,126.5
6/6/1996,5,127.5
6/6/1996,6,127.5
6/6/1996,7,127.5
6/6/1996,8,127.5
6/6/1996,9,127.5
6/6/1996,10,127.5
6/6/1996,11,127.5
6/6/1996,12,127.5
6/6/1996,13,127.5
6/6/1996,14,127.5
6/6/1996,15,127.5
6/6/1996,16,127.5
6/6/1996,17,127.5
6/6/1996,18,127.5
6/6/1996,19,127.5
6/6/1996,20,127.5
6/6/1996,21,127.5
6/6/1996,22,127.5
6/6/1996,23,127.5
6/7/1996,0,127.5
6/7/1996,1,127.5
6/7/1996,2,127.5
6/7/1996,3,127.5
6/7/1996,4,127.5
6/7/1996,5,127.5
6/7/1996,6,127.5
6/7/1996,7,127.5
6/7/1996,8,127.5
6/7/1996,9,127.5
6/7/1996,10,127.5
6/7/1996,11,127.5
6/7/1996,12,127.5
6/7/1996,13,127.5
6/7/1996,14,127.5
6/7/1996,15,127.5
6/7/1996,16,127.5
6/7/1996,17,127.5
6/7/1996,18,127.5
6/7/1996,19,127.5
6/7/1996,20,127.5
6/7/1996,21,127.5
6/7/1996,22,127.5
6/7/1996,23,127.5
6/8/1996,0,127.4
6/8/1996,1,127.4
6/8/1996,2,127.4
6/8/1996,3,127.4
6/8/1996,4,127.4
6/8/1996,5,127.4
6/8/1996,6,127.4
6/8/1996,7,127.4
6/8/1996,8,127.4
6/8/1996,9,127.4
6/8/1996,10,127.4
6/8/1996,11,127.4
6/8/1996,12,127.4
6/8/1996,13,127.4
6/8/1996,14,127.4
6/8/1996,15,127.4
6/8/1996,16,127.4
